,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.01051,0.11649842867671212,11.084531748497822
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.01044,0.13089072600896326,12.537425862927515
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.01044,0.14692952829709063,14.07370960700102
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.01045,0.16168962698722925,15.472691577725287
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.01045,0.17923692278079764,17.15185863931078
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.01044,0.1993967794504048,19.099308376475555
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.01044,0.2189705257327607,20.974188288578613
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.01045,0.2421198143327584,23.16936022323047
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.01045,0.27153083421928237,25.983811887012667
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.01046,0.30195799236658477,28.867876899291083
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.01045,0.3544829111286085,33.92180967737881
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.01045,0.39683384465368987,37.97453058886985
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.01045,0.44555710990846714,42.63704401037963
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.01045,0.5169364635543795,49.46760416788321
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.01046,0.5803414076450069,55.48197013814597
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.01046,0.6097700290329592,58.29541386548367
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.02798,0.31010662705846104,11.08315321867266
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.02798,0.3508672009746439,12.539928555205286
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.02798,0.3942973516677973,14.092114069613912
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.02798,0.4346648067089026,15.534839410611243
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.027989999999999998,0.48083953875976293,17.178976018569596
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.02798,0.535588824596897,19.14184505349882
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.027989999999999998,0.5880540371357753,21.009433266730095
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.027989999999999998,0.6501503827730681,23.227952224832734
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.02798,0.7290603040294208,26.05647977231668
25,25.0,7.0,125.0,7.0,11.0,1.0,0.0,50000.0,0.027989999999999998,0.8097536799732171,28.930106465638342
26,26.0,7.0,125.0,7.0,12.0,1.0,0.0,50000.0,0.027989999999999998,0.9273857726781519,33.13275357906938
27,27.0,7.0,125.0,7.0,13.0,1.0,0.0,50000.0,0.027989999999999998,1.0415001524582828,37.20972320322554
28,28.0,7.0,125.0,7.0,14.0,1.0,0.0,50000.0,0.027989999999999998,1.171979122058814,41.87135127041137
29,29.0,7.0,125.0,7.0,15.0,1.0,0.0,50000.0,0.027989999999999998,1.3708179117139403,48.97527373040159
30,30.0,7.0,125.0,7.0,16.0,1.0,0.0,50000.0,0.027989999999999998,1.5393946735997395,54.998023351187555
31,31.0,7.0,125.0,7.0,17.0,1.0,0.0,50000.0,0.027989999999999998,1.6149869909566812,57.698713503275506
32,32.0,8.0,125.0,7.0,2.0,1.0,0.0,85000.0,0.05597,0.6210534509175922,11.096184579553194
33,33.0,8.0,125.0,7.0,3.0,1.0,0.0,85000.0,0.05588,0.7028559652181721,12.577952133467646
34,34.0,8.0,125.0,7.0,4.0,1.0,0.0,85000.0,0.05588,0.7898965020231793,14.135585218739788
35,35.0,8.0,125.0,7.0,5.0,1.0,0.0,85000.0,0.05589,0.8686327022100152,15.541826842190288
36,36.0,8.0,125.0,7.0,6.0,1.0,0.0,85000.0,0.05589,0.9603694511561717,17.183207213386503
37,37.0,8.0,125.0,7.0,7.0,1.0,0.0,85000.0,0.05588,1.0699608968120242,19.14747488926314
38,38.0,8.0,125.0,7.0,8.0,1.0,0.0,85000.0,0.05588,1.175419504287428,21.034708380233145
