,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.010539999999999999,0.2998082632566578,28.444806760593725
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.01056,0.3193774342067308,30.24407520897072
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.01052,0.34392483683759767,32.692474984562516
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.01052,0.36586168720625045,34.77772692074624
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.01052,0.38931549709453594,37.00717652989886
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.010539999999999999,0.41451662697630337,39.3279532235582
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.01055,0.4382725925388415,41.54242583306554
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.01052,0.46657696832122364,44.35142284422278
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.01055,0.5025395535025823,47.63408090071869
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.01055,0.5377678925141921,50.97325995395185
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.01053,0.5817149617121862,55.24358610752006
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.01052,0.6306861065190551,59.95115080979612
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.01052,0.6658440466895972,63.29316033171076
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.01055,0.7153965017106702,67.81009494887869
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.010539999999999999,0.7820672293413284,74.19992688247899
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.010539999999999999,0.8702740537215177,82.56869579900548
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.028079999999999997,0.8044205132273592,28.647454174763507
