,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.01055,0.29529949773887487,27.99047371932463
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.01055,0.31458354819434425,29.818345800411777
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.01052,0.33903400239447845,32.227566767535976
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.01058,0.3618663684494139,34.20287036383874
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.01058,0.38441345072172534,36.33397454836723
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.01052,0.4096602593844352,38.9410892950984
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.010539999999999999,0.433611830136681,41.13964232795835
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.01055,0.4619908032155778,43.790597461192206
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.01058,0.49722136275581796,46.99634808656124
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.010539999999999999,0.5318125768142753,50.45660121577565
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.01056,0.5758755459030481,54.533669119606834
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.01057,0.6248864565908724,59.11887006536163
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.01055,0.6551047215606721,62.09523427115375
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.010539999999999999,0.7048774117821827,66.87641478009324
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.01057,0.7742797407909088,73.25257717984
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.010539999999999999,0.859287400552388,81.52631883798747
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.02811,0.7927397803890007,28.201344019530442
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.028050000000000002,0.8444204673729948,30.10411648388573
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.028079999999999997,0.9096462145746463,32.39480821134781
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.028120000000000003,0.9701589093499539,34.50067245198982
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.028079999999999997,1.0323035828359135,36.76294810669208
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.028050000000000002,1.0995229413417253,39.19867883571213
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.028079999999999997,1.1631103864424903,41.42131005849325
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.028079999999999997,1.23967364774926,44.147921928392456
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.028120000000000003,1.3347360880059183,47.46572147958457
25,25.0,7.0,125.0,7.0,11.0,1.0,0.0,50000.0,0.028120000000000003,1.428536521226139,50.80144101088687
26,26.0,7.0,125.0,7.0,12.0,1.0,0.0,50000.0,0.028079999999999997,1.547643931718541,55.11552463385119
27,27.0,7.0,125.0,7.0,13.0,1.0,0.0,50000.0,0.028079999999999997,1.6782248502510966,59.76584224540943
28,28.0,7.0,125.0,7.0,14.0,1.0,0.0,50000.0,0.028050000000000002,1.7559427639440452,62.600455042568456
29,29.0,7.0,125.0,7.0,15.0,1.0,0.0,50000.0,0.028079999999999997,1.896786931227225,67.5493921377217
30,30.0,7.0,125.0,7.0,16.0,1.0,0.0,50000.0,0.028079999999999997,2.0851655167347025,74.25803122274583
31,31.0,7.0,125.0,7.0,17.0,1.0,0.0,50000.0,0.028050000000000002,2.3077352493107783,82.27220140145377
32,32.0,8.0,125.0,7.0,2.0,1.0,0.0,85000.0,0.055990000000000005,1.582884974643207,28.270851484965295
33,33.0,8.0,125.0,7.0,3.0,1.0,0.0,85000.0,0.05601,1.6881645188669854,30.14041276320274
34,34.0,8.0,125.0,7.0,4.0,1.0,0.0,85000.0,0.05596,1.8188875506664586,32.503351512981745
35,35.0,8.0,125.0,7.0,5.0,1.0,0.0,85000.0,0.055979999999999995,1.939698820918829,34.64985389279795
36,36.0,8.0,125.0,7.0,6.0,1.0,0.0,85000.0,0.055990000000000005,2.0636254754654595,36.85703653269261
37,37.0,8.0,125.0,7.0,7.0,1.0,0.0,85000.0,0.055990000000000005,2.199191619356067,39.27829289794726
38,38.0,8.0,125.0,7.0,8.0,1.0,0.0,85000.0,0.055990000000000005,2.326770262549949,41.55688984729325
39,39.0,8.0,125.0,7.0,9.0,1.0,0.0,85000.0,0.055979999999999995,2.477943315575757,44.26479663407926
40,40.0,8.0,125.0,7.0,10.0,1.0,0.0,85000.0,0.055979999999999995,2.6687385777408874,47.67307212827595
41,41.0,8.0,125.0,7.0,11.0,1.0,0.0,85000.0,0.05602,2.8566217516529435,50.99289096131638
42,42.0,8.0,125.0,7.0,12.0,1.0,0.0,85000.0,0.05601,3.092841638800794,55.2194543617353
43,43.0,8.0,125.0,7.0,13.0,1.0,0.0,85000.0,0.055990000000000005,3.354710083493779,59.9162365331984
44,44.0,8.0,125.0,7.0,14.0,1.0,0.0,85000.0,0.05596,3.5114785105996487,62.74979468548335
