,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.01058,0.27895852271270555,26.36659004845988
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.01058,0.29826102985129016,28.191023615433853
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.01059,0.3217027398217309,30.37797354312851
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.01058,0.3437233093538624,32.488025458777166
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.01059,0.366546024319894,34.61246688573126
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.01058,0.39049326750865004,36.908626418586955
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.01059,0.41391469449461726,39.08542913074761
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.01059,0.4412425753732234,41.665965568765195
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.01058,0.47492695552637093,44.88912623122598
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.01058,0.5084171159115948,48.05454781773107
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.01058,0.5514816435858408,52.12491905348212
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.01059,0.5984261464865399,56.50860684481019
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.01057,0.6341044077097697,59.99095626393281
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.01058,0.6838069576694906,64.63203758690837
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.01058,0.7514970690631407,71.0299687205237
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.01057,0.8353333424735576,79.0286984364766
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.02813,0.7484989854061801,26.608566847002493
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.02813,0.7999827844609841,28.43877655389208
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.028120000000000003,0.8630695602862418,30.692374121132353
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.02811,0.9211667262067926,32.77007208135157
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.02813,0.9822091408118282,34.91678424499923
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.028120000000000003,1.047917166171478,37.26590206868698
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.02813,1.1107309356623425,39.48563582162611
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.02811,1.1838541006510672,42.11505160622794
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.02811,1.2750695031622303,45.35999655504199
