,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
48,48.0,6.0,250.0,7.0,2.0,1.0,0.0,13000.0,0.51328,1.09261300713841,2.1286880594186606
49,49.0,6.0,250.0,7.0,3.0,1.0,0.0,13000.0,0.51328,1.1029805798745693,2.148886728246901
50,50.0,6.0,250.0,7.0,4.0,1.0,0.0,13000.0,0.51328,1.1149185963945003,2.1721450210304325
51,51.0,6.0,250.0,7.0,5.0,1.0,0.0,13000.0,0.51328,1.1248760018819752,2.191544579726417
52,52.0,6.0,250.0,7.0,6.0,1.0,0.0,13000.0,0.51328,1.137164097918454,2.215484916455841
53,53.0,6.0,250.0,7.0,7.0,1.0,0.0,13000.0,0.51328,1.1497847898561304,2.240073234601252
54,54.0,6.0,250.0,7.0,8.0,1.0,0.0,13000.0,0.51328,1.1614253322947545,2.2627519722076737
55,55.0,6.0,250.0,7.0,9.0,1.0,0.0,13000.0,0.51328,1.1762107951293521,2.2915578147002655
56,56.0,6.0,250.0,7.0,10.0,1.0,0.0,13000.0,0.51328,1.1940207032741599,2.3262560459674253
57,57.0,6.0,250.0,7.0,11.0,1.0,0.0,13000.0,0.51328,1.2113928408539387,2.360101388820797
58,58.0,6.0,250.0,7.0,12.0,1.0,0.0,13000.0,0.51328,1.2326485093038346,2.4015128376399524
59,59.0,6.0,250.0,7.0,13.0,1.0,0.0,13000.0,0.51328,1.2570768880442653,2.4491055331286344
60,60.0,6.0,250.0,7.0,14.0,1.0,0.0,13000.0,0.51328,1.2719142732119864,2.478012533533328
61,61.0,6.0,250.0,7.0,15.0,1.0,0.0,13000.0,0.51328,1.2970375371563783,2.5269590421531687
62,62.0,6.0,250.0,7.0,16.0,1.0,0.0,13000.0,0.51328,1.332053853543257,2.595179733368253
63,63.0,6.0,250.0,7.0,17.0,1.0,0.0,13000.0,0.51328,1.3723404890047888,2.6736683467206768
64,64.0,7.0,250.0,7.0,2.0,1.0,0.0,25000.0,0.52512,1.350963606885262,2.572675972892409
65,65.0,7.0,250.0,7.0,3.0,1.0,0.0,25000.0,0.52512,1.3764915539930604,2.621289522381666
66,66.0,7.0,250.0,7.0,4.0,1.0,0.0,25000.0,0.52512,1.4099839896161224,2.685070059445693
67,67.0,7.0,250.0,7.0,5.0,1.0,0.0,25000.0,0.52512,1.4398371208671126,2.7419201722789315
68,68.0,7.0,250.0,7.0,6.0,1.0,0.0,25000.0,0.52512,1.4708352208317428,2.80095067952419
69,69.0,7.0,250.0,7.0,7.0,1.0,0.0,25000.0,0.52512,1.5037685773278637,2.8636665473184486
70,70.0,7.0,250.0,7.0,8.0,1.0,0.0,25000.0,0.52512,1.5357343194373858,2.924539761268635
71,71.0,7.0,250.0,7.0,9.0,1.0,0.0,25000.0,0.52512,1.5744463584880553,2.998260128138435
72,72.0,7.0,250.0,7.0,10.0,1.0,0.0,25000.0,0.52512,1.6198806183358248,3.0847817990855892
73,73.0,7.0,250.0,7.0,11.0,1.0,0.0,25000.0,0.52512,1.6687720739154257,3.1778870999303503
74,74.0,7.0,250.0,7.0,12.0,1.0,0.0,25000.0,0.52512,1.727248924622435,3.2892461239763002
75,75.0,7.0,250.0,7.0,13.0,1.0,0.0,25000.0,0.52512,1.7937854517660021,3.415953404490406
76,76.0,7.0,250.0,7.0,14.0,1.0,0.0,25000.0,0.52512,1.8380352156136532,3.5002194081612834
77,77.0,7.0,250.0,7.0,15.0,1.0,0.0,25000.0,0.52512,1.9029999115549938,3.6239334086589614
78,78.0,7.0,250.0,7.0,16.0,1.0,0.0,25000.0,0.52512,1.9982212968771895,3.805266028483374
79,79.0,7.0,250.0,7.0,17.0,1.0,0.0,25000.0,0.52512,2.105554824713136,4.009664123844333
80,80.0,8.0,250.0,7.0,2.0,1.0,0.0,43000.0,0.54304,1.7588061979584415,3.238815184808562
81,81.0,8.0,250.0,7.0,3.0,1.0,0.0,43000.0,0.54304,1.8121496949900489,3.337046433025282
82,82.0,8.0,250.0,7.0,4.0,1.0,0.0,43000.0,0.54304,1.8766948898565878,3.4559054394825206
83,83.0,8.0,250.0,7.0,5.0,1.0,0.0,43000.0,0.54304,1.9383586270938404,3.5694582850137015
84,84.0,8.0,250.0,7.0,6.0,1.0,0.0,43000.0,0.54304,1.9985722789143607,3.680340820039704
85,85.0,8.0,250.0,7.0,7.0,1.0,0.0,43000.0,0.54304,2.0658295396894997,3.8041940551147237
86,86.0,8.0,250.0,7.0,8.0,1.0,0.0,43000.0,0.54304,2.1290808675821538,3.9206704249818682
87,87.0,8.0,250.0,7.0,9.0,1.0,0.0,43000.0,0.54304,2.205741774959914,4.061840333971557
88,88.0,8.0,250.0,7.0,10.0,1.0,0.0,43000.0,0.54304,2.3011793121725064,4.237587124654733
89,89.0,8.0,250.0,7.0,11.0,1.0,0.0,43000.0,0.54304,2.3958670312574513,4.411953136523003
90,90.0,8.0,250.0,7.0,12.0,1.0,0.0,43000.0,0.54304,2.5130247041331684,4.627697230651828
91,91.0,8.0,250.0,7.0,13.0,1.0,0.0,43000.0,0.54304,2.645320821835894,4.871318543451484
92,92.0,8.0,250.0,7.0,14.0,1.0,0.0,43000.0,0.54304,2.7257964304379154,5.019513167423975
93,93.0,8.0,250.0,7.0,15.0,1.0,0.0,43000.0,0.54304,2.8683217487225674,5.28197139938599
94,94.0,8.0,250.0,7.0,16.0,1.0,0.0,43000.0,0.54304,3.052245498134129,5.620664220193962
95,95.0,8.0,250.0,7.0,17.0,1.0,0.0,43000.0,0.54304,3.283933758569327,6.047314670317706
96,96.0,6.0,500.0,7.0,2.0,1.0,0.0,7000.0,0.5072,1.0142566488440297,1.9997173675946958
97,97.0,6.0,500.0,7.0,3.0,1.0,0.0,7000.0,0.5072,1.0187980440391622,2.008671222474689
98,98.0,6.0,500.0,7.0,4.0,1.0,0.0,7000.0,0.5072,1.024871500885697,2.0206457036389924
99,99.0,6.0,500.0,7.0,5.0,1.0,0.0,7000.0,0.5072,1.0299567843045776,2.0306718933449877
