,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.52512,1.215594694839107,2.314889348794765
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.52512,1.2351510360147238,2.3521310100828834
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.52512,1.2596118812702162,2.3987124490977605
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.52512,1.2808563732997187,2.439168901012566
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.52512,1.3044606923901856,2.4841192344420047
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.52512,1.3296392278982425,2.5320673901170063
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.52512,1.3529856513348861,2.5765266059850815
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.52512,1.3807797919695992,2.62945572815661
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.52512,1.4169961557098332,2.698423514072656
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.52512,1.4506672318610725,2.762544241051707
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.52512,1.495077238777924,2.8471153998665524
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.52512,1.5431552846717893,2.938671702985583
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.52512,1.5718870479023141,2.9933863648353025
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.52512,1.62339361717538,3.0914716963272775
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.52512,1.6900332249971761,3.2183752761219835
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.52512,1.7735356252027419,3.3773911205110103
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.55008,1.723255708017787,3.132736525628612
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.55008,1.7757531332993648,3.2281725081794734
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.55008,1.8418430307688651,3.348318482345959
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.55008,1.9019685119380592,3.4576216403760527
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.55008,1.9644464695532948,3.5712014062559896
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.55008,2.0308407365170327,3.6919006990202017
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.55008,2.0939272288415913,3.8065867307329686
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.55008,2.170445189517396,3.945690062386191
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.55008,2.266031490831913,4.119458062158073
25,25.0,7.0,125.0,7.0,11.0,1.0,0.0,50000.0,0.55008,2.3570140083179987,4.2848567632308
26,26.0,7.0,125.0,7.0,12.0,1.0,0.0,50000.0,0.55008,2.4747042530316867,4.49880790618035
27,27.0,7.0,125.0,7.0,13.0,1.0,0.0,50000.0,0.55008,2.6056730669784534,4.736898391103936
28,28.0,7.0,125.0,7.0,14.0,1.0,0.0,50000.0,0.55008,2.6845323776233814,4.88025810359108
29,29.0,7.0,125.0,7.0,15.0,1.0,0.0,50000.0,0.55008,2.818691540719912,5.1241483797264245
30,30.0,7.0,125.0,7.0,16.0,1.0,0.0,50000.0,0.55008,3.013812114243839,5.478861464230365
31,31.0,7.0,125.0,7.0,17.0,1.0,0.0,50000.0,0.55008,3.2389888507176106,5.888214170152724
32,32.0,8.0,125.0,7.0,2.0,1.0,0.0,85000.0,0.58528,2.5239722301203495,4.312418381151499
33,33.0,8.0,125.0,7.0,3.0,1.0,0.0,85000.0,0.58528,2.629870537401015,4.493354526723987
