,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.52512,1.2914661457327188,2.459373373196067
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.52512,1.3102452989917606,2.495135014838057
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.52512,1.3354955245009101,2.5432196916912515
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.52512,1.3569627297104179,2.5841002622456157
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.52512,1.379739358435189,2.6274744028701797
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.52512,1.4046828894513443,2.6749750332330597
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.52512,1.4289879696686856,2.7212598447377467
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.52512,1.4565515323802054,2.7737498712298243
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.52512,1.4913548024871537,2.8400266653091744
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.52512,1.5275770649814964,2.909005684379754
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.52512,1.5710214102302305,2.9917379079643327
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.52512,1.620766389528055,3.086468596755132
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.52512,1.657773966471455,3.1569431110440567
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.52512,1.7025694971650387,3.242248433053471
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.52512,1.7720398014065923,3.3745425834220604
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.52512,1.85758219957355,3.5374432502543227
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.55008,1.8084700298128342,3.2876491234235643
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.55008,1.8614278038634602,3.383921982008908
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.55008,1.927472618596198,3.503985999484071
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.55008,1.9878136933430701,3.613681088829025
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.55008,2.0490869755583634,3.725070854345483
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.55008,2.1167807667366585,3.8481325747830466
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.55008,2.180588217415573,3.964129249228426
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.55008,2.25700779420732,4.1030537271075485
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.55008,2.351794729845252,4.275368546111933
25,25.0,7.0,125.0,7.0,11.0,1.0,0.0,50000.0,0.55008,2.446534339879705,4.44759733107858
26,26.0,7.0,125.0,7.0,12.0,1.0,0.0,50000.0,0.55008,2.564845876798142,4.662677931933795
27,27.0,7.0,125.0,7.0,13.0,1.0,0.0,50000.0,0.55008,2.696801748398547,4.902562806134648
28,28.0,7.0,125.0,7.0,14.0,1.0,0.0,50000.0,0.55008,2.792745315787926,5.076980286118248
29,29.0,7.0,125.0,7.0,15.0,1.0,0.0,50000.0,0.55008,2.9252925382506163,5.317940187337507
