,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.52512,1.0340511313540863,1.9691711063263375
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.52512,1.0543085491493815,2.0077478464910525
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.52512,1.0773740985340852,2.051672186422313
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.52512,1.0994879386329022,2.0937841610163432
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.52512,1.1214329737779944,2.135574675841702
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.52512,1.1448693727161405,2.1802052344533447
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.52512,1.1682776157885475,2.2247821751000676
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.52512,1.194127789547089,2.274009349381263
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.52512,1.2292430355446247,2.340880247457009
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.52512,1.262591152380699,2.4043859544117514
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.52512,1.3049151620147441,2.4849846930506247
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.52512,1.3529515056574541,2.576461581462245
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.52512,1.3714998854350777,2.6117837550180485
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.52512,1.4221606464199168,2.708258391262791
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.52512,1.4947934415723667,2.8465749572904606
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.52512,1.5764613903331188,3.0020974069414965
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.55008,1.5140921157277007,2.7524943930477397
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.55008,1.5670699742210075,2.8488037634907784
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.55008,1.6315826241590532,2.9660824319354515
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.55008,1.689197074685822,3.0708207436842314
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.55008,1.7498528238457856,3.181087885118138
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.55008,1.8134415523817604,3.2966869407754515
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.55008,1.8748723356503156,3.4083630301961816
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.55008,1.9472150217803796,3.5398760576286716
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.55008,2.039130719545324,3.706971203361918
