,n,sf,bw,cr,pwr,pa,br [bits/s],t_est [s],t_meas [s],Q [mC],I_avg [mA]
0,0.0,6.0,125.0,7.0,2.0,1.0,0.0,25000.0,0.010539999999999999,0.29940941657432835,28.406965519385995
1,1.0,6.0,125.0,7.0,3.0,1.0,0.0,25000.0,0.01055,0.31899872440777033,30.236845915428464
2,2.0,6.0,125.0,7.0,4.0,1.0,0.0,25000.0,0.01055,0.34284843148393085,32.49748165724463
3,3.0,6.0,125.0,7.0,5.0,1.0,0.0,25000.0,0.01058,0.3653328978998507,34.53051965026944
4,4.0,6.0,125.0,7.0,6.0,1.0,0.0,25000.0,0.010539999999999999,0.38755541405766986,36.769963383080636
5,5.0,6.0,125.0,7.0,7.0,1.0,0.0,25000.0,0.01058,0.41273272886410184,39.010654902089016
6,6.0,6.0,125.0,7.0,8.0,1.0,0.0,25000.0,0.01055,0.4358300573451261,41.31090590949062
7,7.0,6.0,125.0,7.0,9.0,1.0,0.0,25000.0,0.010539999999999999,0.46382297482348456,44.00597484093782
8,8.0,6.0,125.0,7.0,10.0,1.0,0.0,25000.0,0.01057,0.49866443303173935,47.17733519694791
9,9.0,6.0,125.0,7.0,11.0,1.0,0.0,25000.0,0.010539999999999999,0.5331037149468337,50.57910008983242
10,10.0,6.0,125.0,7.0,12.0,1.0,0.0,25000.0,0.010539999999999999,0.5762296347023558,54.670743330394295
11,11.0,6.0,125.0,7.0,13.0,1.0,0.0,25000.0,0.010539999999999999,0.6236065729890619,59.16570901224496
12,12.0,6.0,125.0,7.0,14.0,1.0,0.0,25000.0,0.01057,0.6514715456206707,61.63401566893763
13,13.0,6.0,125.0,7.0,15.0,1.0,0.0,25000.0,0.01055,0.700832655051388,66.4296355498946
14,14.0,6.0,125.0,7.0,16.0,1.0,0.0,25000.0,0.010539999999999999,0.7722388128785858,73.26743955204799
15,15.0,6.0,125.0,7.0,17.0,1.0,0.0,25000.0,0.01056,0.8570073782766279,81.15600173074128
16,16.0,7.0,125.0,7.0,2.0,1.0,0.0,50000.0,0.0281,0.8033011493094546,28.58722951279198
17,17.0,7.0,125.0,7.0,3.0,1.0,0.0,50000.0,0.028079999999999997,0.855627842100146,30.47107699786845
18,18.0,7.0,125.0,7.0,4.0,1.0,0.0,50000.0,0.028079999999999997,0.9197878830021339,32.75597873939223
19,19.0,7.0,125.0,7.0,5.0,1.0,0.0,50000.0,0.028079999999999997,0.9795464480166606,34.88413276412609
20,20.0,7.0,125.0,7.0,6.0,1.0,0.0,50000.0,0.028079999999999997,1.041204757336545,37.079941500589214
21,21.0,7.0,125.0,7.0,7.0,1.0,0.0,50000.0,0.028079999999999997,1.1072282231230872,39.431204527175474
22,22.0,7.0,125.0,7.0,8.0,1.0,0.0,50000.0,0.028079999999999997,1.170149860688253,41.672003585764
23,23.0,7.0,125.0,7.0,9.0,1.0,0.0,50000.0,0.028079999999999997,1.2451267521571157,44.342120803316085
24,24.0,7.0,125.0,7.0,10.0,1.0,0.0,50000.0,0.028079999999999997,1.3380244381683193,47.65044295471223
25,25.0,7.0,125.0,7.0,11.0,1.0,0.0,50000.0,0.028079999999999997,1.4308753300157684,50.9570986472852
26,26.0,7.0,125.0,7.0,12.0,1.0,0.0,50000.0,0.028079999999999997,1.5465956462698638,55.07819253097806
27,27.0,7.0,125.0,7.0,13.0,1.0,0.0,50000.0,0.028079999999999997,1.67385248850665,59.61013135707443
28,28.0,7.0,125.0,7.0,14.0,1.0,0.0,50000.0,0.028079999999999997,1.750183658198145,62.3284778560593
29,29.0,7.0,125.0,7.0,15.0,1.0,0.0,50000.0,0.028120000000000003,1.8803007707500863,66.86702598684516
30,30.0,7.0,125.0,7.0,16.0,1.0,0.0,50000.0,0.028079999999999997,2.0776655314532446,73.99093772981641
31,31.0,7.0,125.0,7.0,17.0,1.0,0.0,50000.0,0.02811,2.2988030260624437,81.77883408261984
32,32.0,8.0,125.0,7.0,2.0,1.0,0.0,85000.0,0.055979999999999995,1.6046971790122089,28.665544462526064
33,33.0,8.0,125.0,7.0,3.0,1.0,0.0,85000.0,0.055979999999999995,1.7097806544556935,30.542705510105282
34,34.0,8.0,125.0,7.0,4.0,1.0,0.0,85000.0,0.055979999999999995,1.8390767819738028,32.852389817324095
35,35.0,8.0,125.0,7.0,5.0,1.0,0.0,85000.0,0.05602,1.9583128389676123,34.95738734322764
36,36.0,8.0,125.0,7.0,6.0,1.0,0.0,85000.0,0.05602,2.0812762726084264,37.1523790183582
37,37.0,8.0,125.0,7.0,7.0,1.0,0.0,85000.0,0.055979999999999995,2.212078868627601,39.515521054440896
38,38.0,8.0,125.0,7.0,8.0,1.0,0.0,85000.0,0.05602,2.3387754004766057,41.74893610275983
